time,X_value,Y_value,Z_value
Started:,Dec 05 2019,17:47:36:915, 
12.1860,-0.99116,-5.87153,7.45522
12.1861,-0.94926,-5.82245,7.58690
12.2228,-1.00193,-5.84280,7.57493
12.2509,-0.98517,-5.87512,7.66590
12.2510,-0.88342,-5.93736,7.67189
12.2828,-0.87624,-5.87392,7.55937
12.3015,-0.90856,-5.77816,7.74850
12.3135,-0.81639,-5.80090,7.59767
12.3599,-0.91933,-5.95173,7.57134
12.3612,-1.06298,-6.07024,7.55218
12.3748,-1.18149,-6.08460,7.33193
12.3865,-1.10607,-5.92061,7.32115
12.4217,-1.20543,-5.89906,7.52585
12.4336,-1.27845,-5.98525,7.66710
12.4516,-1.25211,-5.96131,7.65872
12.4806,-1.15036,-5.76260,7.41213
12.4929,-1.07016,-5.64050,7.11406
12.5240,-1.15396,-5.80808,7.21222
12.5511,-1.23895,-6.01158,7.31517
