time,X_value,Y_value,Z_value
Started:,Dec 05 2019,19:04:11:855, 
10.8321,-4.64695,-5.75302,6.12291
10.8524,-4.84326,-5.84280,6.07024
10.8524,-4.80496,-5.72429,6.14206
10.8909,-4.81453,-5.76499,6.23782
10.9114,-4.72715,-5.57586,6.28810
10.9114,-4.70560,-5.46932,6.31683
10.9329,-4.60385,-5.33645,6.46167
10.9542,-4.46739,-5.37595,6.52631
10.9733,-4.53562,-5.43460,6.67475
11.0003,-4.53682,-5.34602,6.77889
11.0293,-4.43267,-5.45735,6.86149
11.0293,-4.38838,-5.49206,6.82318
11.0527,-4.56794,-5.35799,6.69869
11.0923,-4.67208,-5.22392,6.59455
11.0923,-4.75588,-5.28378,6.43414
11.1334,-4.72356,-5.29096,6.46287
11.1334,-4.64575,-5.19639,6.40182
11.1482,-4.67448,-5.10422,6.40421
11.1770,-4.59188,-5.20716,6.67116
11.1994,-4.42429,-5.27779,6.76453
11.2056,-4.54759,-5.26941,6.66278
11.2533,-4.80256,-5.45495,6.44372
11.2533,-4.94501,-5.35919,6.44731
11.2666,-4.81453,-5.29814,6.27493
11.2962,-4.81094,-5.42383,6.18515
11.3260,-4.71398,-5.31610,6.25578
11.3261,-4.79658,-5.35201,6.37788
11.3527,-4.83009,-5.27540,6.54906
11.3762,-4.97374,-5.37236,6.68672
11.3859,-4.88157,-5.30413,6.76333
11.4247,-4.89952,-5.25265,6.73101
11.4462,-5.06831,-5.14492,6.82677
11.4462,-5.47171,-5.13654,6.84712
11.4682,-5.67880,-5.26821,6.96922
11.4970,-5.66324,-5.33764,7.24933
11.5057,-5.33525,-5.26821,7.08055
11.5340,-5.02282,-5.15569,6.97162
11.5531,-4.88276,-5.24667,6.73460
11.5640,-4.65413,-5.16168,6.65320
11.5996,-4.41592,-4.97973,6.51434
11.6239,-4.23157,-4.86361,6.40421
11.6256,-4.20404,-4.78939,6.11573
11.6532,-4.35127,-4.76426,5.95532
11.6669,-4.58350,-4.92825,6.13368
11.6826,-4.73553,-5.16527,6.34795
11.7330,-4.81932,-5.36518,6.55025
11.7330,-4.77503,-5.41785,6.60891
11.7407,-4.83369,-5.39031,6.61011
11.7785,-4.89593,-5.33764,6.59335
11.8012,-4.91748,-5.30173,6.65081
11.8012,-4.92346,-5.32208,6.74058
11.8308,-4.84446,-5.40947,6.80163
11.8524,-4.84087,-5.48847,6.79565
11.8608,-4.90551,-5.41306,6.82677
11.9037,-4.94621,-5.39510,6.65679
11.9225,-4.84805,-5.36757,6.51793
11.9225,-4.72834,-5.32328,6.49040
11.9534,-4.69243,-5.31370,6.48083
11.9765,-4.60984,-5.29575,6.53469
11.9780,-4.46739,-5.19160,6.64003
11.9997,-4.49971,-5.09105,6.65320
12.0281,-4.67208,-5.06472,6.67714
12.0405,-4.72116,-5.09344,6.71305
12.0677,-4.75707,-5.13774,6.71305
12.0983,-4.88276,-5.21435,6.59574
12.0983,-5.00367,-5.31849,6.63884
12.1329,-5.05275,-5.33166,6.75375
12.1529,-4.91149,-5.32448,6.79924
12.1598,-4.77024,-5.33525,6.72143
12.1996,-4.70201,-5.25265,6.62567
12.1996,-4.75109,-5.17125,6.48322
12.2170,-4.78700,-5.16407,6.54068
12.2519,-4.80615,-5.22632,6.58497
12.2667,-4.71997,-5.21914,6.65799
12.2763,-4.69962,-5.23589,6.71425
12.3338,-4.76665,-5.21315,6.72861
12.3338,-4.93903,-5.14133,6.63884
12.3338,-4.96895,-5.07669,6.58257
12.3656,-4.96416,-5.14372,6.60412
12.3950,-4.86122,-5.11619,6.71305
